culture,wld.regs,wld.reg1,gene.5ht,hpp.9,hpp.z9,hpp.z8xl,hpp.z8xt,hpp.z7,hpp.z6,hpp.bst,hpp.ind.bst,gdp.who,gdp.wb,gdp.fact,pop.dens,lat.popu,lat.cent,new.gini,sexratio,sex.rat,soi.tot,soi.male,soi.fem,soi.sexd,b5m.neu,b5m.ext,b5m.ope,b5m.agr,b5m.con,acqui.m,b5s.ext,b5s.agr,b5s.con,b5s.neu,b5s.ope,b5.2.ext,b5.2.ope,b5.2.neu,b5.2.agr,b5.2.con,ind.hof,ind.suh,col.gelf,col.pron,food.spc,food.plt,food.per,pat.lei,pat.sch,pat.fil,pat.lep,pat.thu,pat.mal,pat.trp,pat.tb,pat.den,conform,wvs.ind,wvs.obe,wvs.rac,wvs.rel1,hdi,lif.sat,sat.inq,left.wri,left.gen,b5fs.n1,b5fs.n2,b5fs.n3,b5fs.n4,b5fs.n5,b5fs.n6,b5fs.e1,b5fs.e2,b5fs.e3,b5fs.e4,b5fs.e5,b5fs.e6,b5fs.o1,b5fs.o2,b5fs.o3,b5fs.o4,b5fs.o5,b5fs.o6,b5fs.a1,b5fs.a2,b5fs.a3,b5fs.a4,b5fs.a5,b5fs.a6,b5fs.c1,b5fs.c2,b5fs.c3,b5fs.c4,b5fs.c5,b5fs.c6,b5fo.n1,b5fo.n2,b5fo.n3,b5fo.n4,b5fo.n5,b5fo.n6,b5fo.e1,b5fo.e2,b5fo.e3,b5fo.e4,b5fo.e5,b5fo.e6,b5fo.o1,b5fo.o2,b5fo.o3,b5fo.o4,b5fo.o5,b5fo.o6,b5fo.a1,b5fo.a2,b5fo.a3,b5fo.a4,b5fo.a5,b5fo.a6,b5fo.c1,b5fo.c2,b5fo.c3,b5fo.c4,b5fo.c5,b5fo.c6,b5avgn,b5avge,b5avgo,b5avga,b5avgc,b5avgsd,dom.viol,free.pr,free.cl,free.2,prop.rts,indx.dem
Cote d'Ivoir,africa,4, ,23,1.05680457856254,1.04348906284395,1.07396257181692,1.06119598146059,1.08239377484935,1.05680457856254,1.05680457856254, ,1455, , , , ,44.6, ,104.7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,2, , , , , , , , ,6,7.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.1,6,6,12,30,5.7
Croatia,w.euras,1, ,9,-.441039918173459,-.362504614899276,-.468054456950596,-.38215904446255,-.439366043392919,-.441039918173459,-.441039918173459,11406,12187,13200,1.901,46,45,29,.989,92.8,42.98,57.35,32.15,.95,49.3,50.9,49.1,48.4,50.3,514,51.7,45.2,46.02,46.16,48,102.6,97.1,95.46,93.6,96.32,33, , ,1, , , ,0,0,1,1,3,2,0,2,0, ,63.6,21.3,19.5,5.9,.841,5.9,2.5, , ,50.5,52.2,52.1,51.8,46.7,50.5,43,49.6,45.3,51.7,44.7,48,48.9,53.2,47.7,44.5,49.7,44.9,45.5,46.2,47.6,47,48.5,50.6,47.6,50.2,51.5,54.6,48.5,51.8,48.8,51,49,47.9,51.5,48.5,47.4,50.5,50.2,51.2,48.7,51.4,50.4,48.4,50.6,48.6,49.5,50.9,50.2,49.1,50.7,47.8,50.5,48.5,50.6,50.5,49.5,52.4,49.7,48.3,52.8,45.1,49,47.5,53.2,10.8, ,2,2,4,30,28.7
Cuba,n.am,5, , , , , ,-.00457641057844497,.0011470294718699,0,-.00457641057844497, , ,11000, , , , , ,100.6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,2, ,2,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.21,7,7,14,10,0
Cyprus,w.euras,1, ,10,-.344739191335406,-.393706987748854,-.216658109197305,-.254324007650087,-.452379545779768,-.344739191335406,-.344739191335406,15602,22766, , ,35, ,29,1.027,94.8, , , , , , , , , , ,49.1,51.16,48.49,51.44,49.36, , , , , , , , , , , , ,0,2,0,2,0,3,0,1,2, , , , , ,.891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.29,1,1,2,90,34.8
Czech Republic,w.euras,1, ,5,-.87407402752855,-.849667987923754,-.812159799914591,-.775422293564259,-.736018788676858,-.87407402752855,-.87407402752855,18598,19272,21600,2.122,50,50,26,1.008,95.2,37.52,48.96,29.49,.81,51.4,48.1,50.4,54.2,51.5,536,50.22,44.09,42.87,51.02,50.59,98.32,100.99,102.42,98.29,94.37,58,7, ,0, , , ,0,0,0,1,2,1,0,1,0, ,68.9,18.4,9.8,1.9,.874, , , , ,51.1,51.3,51.9,49,52,59.9,50.5,48.3,47.9,47.8,42.4,52.3,52.4,52,51.6,53.7,49.8,49.9,41,51.7,48.3,48.1,51,50.1,40.3,47.7,50.1,49.7,45.2,49.8,49.8,51.4,48.8,48.7,49.3,51.1,54.3,47.1,48.2,48.1,42.9,48.9,46.1,50.9,51.9,49.7,49.6,52.1,48.7,55.1,54.2,50.9,54,52.9,49,48.3,53.9,50.7,50.3,50.5,54.2,47.4,52.3,50.7,47.5,11.8,4.62,1,1,2,70,39.3
Denmark,w.euras,1,40.8,4,-.97667759545116,-.965097001836691,-.927588813827528,-.907341166607615,-.889924140560774,-.97667759545116,-.97667759545116,31664,31768,37000,2.111,56,56,24,1.014,97.9, , , , ,50.3,51.8,55.2,53.1,48.4,499, , , , , , , , , , ,74,7.7,3.53,0,1.9,18,.105555555555556,0,0,0,1,1,1,0,1,0, ,80.7,16,7.4,.7,.941,8,2.1, , ,46.4,44.9,49.2,48.4,49.8,47.6,49.5,55.9,48,56.8,47.1,52.2,47.6,46.8,47.4,51.5,46.4,48.9,54.2,52.7,48.6,50.6,51.2,51.5,48.2,48.7,50.6,48.5,49.4,48.5,49.3,47.3,52.9,50.1,51.9,50.1,52.1,52,49.5,55.3,47.2,50.6,53.2,52,53.4,54.1,52.3,56.7,54.8,52.7,52,50.6,50.5,54.9,53.1,47.4,50.4,47.9,48.6,47.9,46.5,52.8,46.5,52,47.5,9.3,2.64,1,1,2,95,44.2
Djibouti,africa,4, ,18,.492559622268051,.548254177555035,.439186995985621,.495213255416114,.584234973132188,.492559622268051,.492559622268051, ,3159, , , , , , ,99.8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2,2,3,2,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,10,30,3.1
Dominica,s.am,6, , , , , ,-.0203538625564474,-.0172599978357996,-.02,-.0203538625564474, ,5809, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,60, 
Dominican Republic,n.am,5, , , ,.00165131619694227, ,-.129475728993136,-.144568842011936,0,-.129475728993136, ,7173, , , , ,49.9, ,101.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0, ,2,2,0,3,2, , ,50.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.99,2,2,4,30,19.1
East Timor (-Leste),ins.pac,3, ,15,.236709303199,.120881878059967,.15135538703294,.00678777027889297,-.147749138195958,.236709303199,.236709303199, , , , , , ,38, ,103.7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,3,3,0,3,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,7,20, 
Ecuador,s.am,6, ,16,.341346140076032,.378139010089014,.2690718285196,.300795921169232,.35741474984416,.341346140076032,.341346140076032,4620,3840,4500,1.696,2,2,46,.993,100.6, , , , , , , , , , , , , , , , , , , , ,8, ,5.81,1, , , ,2,0,1,2,2,2,2,3,2, , , , , ,.759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.16,3,3,6,25,14.2
Egypt,africa,4, ,18,.441948114933958,.491316231804181,.66836511035573,.757131100410524,.889805792292333,.441948114933958,.441948114933958,4274,3638,4200,1.907,30,27,34.4,1.024,101.3, , , , , , , , , , , , , , , , , , , , ,38,4.4,5.64,1, , , ,2,3,2,2,3,2,0,1,3, ,72.6,53.2,65.8,22.4,.659,4.8,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.97,7,6,13,40,3
El Salvador,s.am,6, ,16,.304269792467421,.336428119029327,.370418967520394,.416621222884426,.33038988984383,.304269792467421,.304269792467421,4793,5129,4900,2.525,13,14,52.4,.91,90.5, , , , , , , , , , , , , , , , , , , , ,19, ,5.35,1, , , ,2,0,2,2,2,3,1,2,2, ,35.6,62.4, , ,.722,7.2,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.83,2,3,5,50,9.2
England (U.K.),w.euras,1,43.98,4,-1.00554883588882,-.858036456786674,-.960068959319898,-.784986257979025,-.747176747160751,-1.00554883588882,-1.00554883588882,31308,30314,31400,2.401,51,54,34,1.025,95.8,40.17,57.38,29.6,.95,50.1,53.7,53.5,50.2,48.1,512,49.79,47.31,46.89,51.39,45.97,103.49,99.47,101.49,97.51,94.99,89,8.95,4.08,0,2.1,13,.161538461538462,0,0,1,0,1,1,0,1,0,.81,53.2,49.1,8.6,5.8,.939,7.2,2.2,11.2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50.8,50.6,50.4,48.7,51.9,48.6,53,50.7,51.1,49.8,53.2,53.5,54.4,50.3,55.3,53.2,51.2,55.9,51.6,49.8,52.6,49.1,51.1,49.2,51.3,49,48.8,48.6,49.4,47.8, , , , , , ,8.37,1,1,2,90,33.5
Equatorial Guinea,africa,4, ,22,.957054737799924,.931270491986007,.961744000958979,.932946186194367,.932769013705428,.957054737799924,.957054737799924, , , , , , , , ,98.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,2,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,13,30,1
Eritrea,africa,4, ,18,.520556120934906,.440209548012861,.470683056985834,.371733678796486,.440175467075956,.520556120934906,.520556120934906, ,1025, , , , , , ,96.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,2,2,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,13,10,0
Estonia,w.euras,1,34.81,7,-.622875164770445,-.706609957863272,-.672619109372205,-.775422293564259,-.736018788676858,-.622875164770445,-.622875164770445,14102,13925,19600,1.484,59,59,34,.911,85.5,39.95,51.51,31.83,.66,47.9,52.1,46.8,47.8,50,506,50.41,49.58,45.84,46.99,53.17,102.51,99.97,94.89,97.38,95.84,60,4, , , , , ,0,0,0,2,2,1,0,2,0, ,21.8,24.8,15.2,1.3,.853,5.2,2.4, , ,49,45.7,49.9,48.7,50.1,44.8,49.1,48,51.5,52,50.3,51.3,54.4,53.4,53.9,49.3,50.1,47.2,52.1,46.8,45,46.9,55.3,56.6,44.6,50.3,52.4,50.2,49.6,50.6,48.8,47.9,49.2,48.8,50,46.2,49.8,50.3,52.2,53.4,50.5,50.6,48.8,46.7,49.5,46.4,47.4,50.9,50.7,48.7,48.8,47.4,48.6,49,49.7,51.4,49.7,50,50.6,48.9,49.7,49.9,52.6,50.8,49.6,12.8, ,1,1,2,90,24
Ethiopia,africa,4, ,20,.707469950686757,.79002829702608,.680961115456665,.771526534811593,.906600465760247,.707469950686757,.707469950686757,381,778,1000,1.835,9,8,30,.996,98.9,26.55,37.88,18.89,.74,48.8,47,48.5,47.5,47.2,522,47.11,51.82,54.36,46.12,47.15,94.11,95.65,94.92,99.32,101.56,27, , ,1,7.5,7,1.07142857142857,2,2,3,2,3,2,1,3,2, , , , , ,.367, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.3,50.8,51.7,51,49.3,52.3,46.9,49.4,47.1,48.1,50.9,48.2,48.6,50.3,46,51,49.8,45.8,48.9,44,45.7,50.7,48.6,45,46,50.8,44.3,47.7,47.7,51.8, , , , , , ,5.57,5,5,10,30,3.5
Falkland Isls.,s.am,6, , , ,-1.20214179975067, ,-1.17824950708073,-1.04382949244469,-1.2,-1.17824950708073, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fiji,ins.pac,3, ,12,-.0746614639584216,-.229410234992133,-.19893672601916,-.393546073209221,-.29049653159598,-.0746614639584216,-.0746614639584216,6240,5783, , ,18, , ,1.003,103,38.58,54.3,25.26,.87, , , , , , ,49.68,49.27,46,48.03,47.21, , , , , , , , , , , , ,0,0,2,3,0,1,0,3,3,1.77, , , , ,.752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,10,30,26.7
Finland,w.euras,1,42.45,6,-.750037858157539,-.849667987923754,-.672619109372205,-.775422293564259,-.736018788676858,-.750037858157539,-.750037858157539,30415,29770,32800,1.236,61,64,29.5,1.024,95.9,50.5,64.03,41.6,.69, , , , , , ,49.84,49.46,51.6,47.84,50.33, , , , , ,63,7.15,4.07,0,2.1,13,.161538461538462,0,0,0,2,2,1,0,1,0, ,57.6,28.4,12.3,2.2,.941,7.5,1.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.71,1,1,2,95,33.6
France,w.euras,1,43.18,9,-.45537324769896,-.518170301157851,-.341121422606303,-.396567794403227,-.294021872988988,-.45537324769896,-.45537324769896,30093,28758,30100,2.048,49,46,32.7,1.002,94.5,36.67,45.88,30.66,.66,52.7,48,51.4,51.3,48.4,496,45.44,46.64,49.26,52.29,48.09,93.44,99.49,104.99,97.94,97.66,71,7.05,4.66,0,3.8,25,.152,2,0,1,2,2,1,0,1,0,.56,29.3,34.5,8.9,1.8,.938,6.6,2.2,7.8,10.7,55.1,51.2,54.6,52.1,51.9,53.7,48.1,49.2,46.7,50.5,45.4,49,54.1,52.7,50.9,53.8,52.7,51.9,43,50.1,48.9,49.8,55.4,54.7,42.1,48.3,49.2,48.2,44.7,48,53.9,51.7,52.1,51.2,51.3,51.1,48.4,46.7,47.5,51.5,47.5,47.6,52.4,49.1,49.6,50.2,50.7,54.1,48.1,52.6,50.9,50.7,52.5,51.9,48,48.3,48.9,47,48.4,47.1,55.4,47.3,54.1,52.1,47.4,10.9,6.94,1,1,2,70,27.7
French Guiana,s.am,6, , , , , ,.917902715977921,.915218298452908,.92,.917902715977921, , , , , , , , ,99.9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
French Polynesia,ins.pac,3, , , , ,-.439042583131597,-.667952767052006,-.448483295744507,-.44,-.667952767052006, , , , , , , , ,105.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,3,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Gabon,africa,4, ,23,1.03673244786901,1.16044860635612,1.0513814247867,1.19486403118878,1.23833983286557,1.03673244786901,1.03673244786901, ,6619, , , , , , ,99.3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.04,6,4,10,40,6.8
Gambia,africa,4, ,22,.943623076295639,.916159872793685,.946633381766657,.915676907117428,.912621521449,.943623076295639,.943623076295639, ,1826, , , , ,50.2, ,98.3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,8,30,10.5
Georgia,w.euras,1, ,14,.103362000256433,.110406852791966,.144397701283033,.158311204327442,.029028201527349,.103362000256433,.103362000256433,3270,2878,3800,1.824, ,42,40.8,.928,89.5, , , , , , , , , , , , , , , , , , , , , , ,6.19, , , , ,2,0,0,2,3,3,0,2,2, , ,22.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,6,35,13.7
Germany,w.euras,1,43.03,5,-.87407402752855,-.849667987923754,-.812159799914591,-.775422293564259,-.736018788676858,-.87407402752855,-.87407402752855,28075,28215,31400,2.373,53,51,27,1.038,95.7,39.68,46.36,34.44,.48,48.1,49.6,54.9,52.1,52.3,516,50.31,45.08,46.52,50.29,47.8,99.91,102.7,98.39,97.18,98.82,67,7.35,4.02,0,3.2,19,.168421052631579,0,0,0,1,2,1,0,1,0,.92,70.5,18,4.3,2.7,.93,7.1,2.2, , ,51.6,50.8,51.3,52.4,50.7,54.1,47.2,51.1,48.4,49.9,41.5,51.4,54.7,56.9,54.3,54.9,50.9,51.9,46.2,44.8,44.7,48.1,46.7,54.1,45.3,48.7,46.7,48.2,44.6,47,47.1,47.5,46.2,48.7,48.2,47.2,52.6,50.4,50.8,51.5,46.1,50.9,51,55.3,54.6,52.4,52.3,52.7,52.7,49.5,51.5,51.6,50,52.5,54.3,51.8,53.6,50.4,52.3,50.5,52.8,47.3,56.7,49.1,46.7,10.6,5.71,1,1,2,90,35.5
Ghana,africa,4, ,24,1.16076861724002,1.16044860635612,1.19092211532909,1.19486403118878,1.23833983286557,1.16076861724002,1.16076861724002,2250,2221,2600,1.997,6,8,39.4,.996,102.7, , , , , , , , , , , , , , , , , , , , ,20,3, ,0,2.2,19,.1157,1,3,3,3,2,3,3,3,3,1.91, , , , ,.52, ,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.43,1,2,3,50,15
Gibraltar,w.euras,1, , , , ,-.575349118022497,-.504781514259008,-.744579970156843,-.58,-.504781514259008, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0,0,1,0,3,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Greece,w.euras,1, ,14,.0759491476319543,.079567393589427,.256616272140976,.286560999593662,.178652962671273,.0759491476319543,.0759491476319543,21437,22790,23500,1.913,38,39,33,.998,98.1,32.38,43.43,24.32,1.18, , , , , , ,48.6,52.42,47.45,53.19,51.53, , , , , ,35,5.25,5.27,1,4.4,28,.157142857142857,3,0,0,2,3,3,0,1,2, ,58.3,10.8,14.4,3.3,.912, ,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.68,1,2,3,50,36.1
Greenland,n.am,5, , , , , ,-1.17824950708073,-1.04382949244469,-1.18,-1.17824950708073, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0,0,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Grenada,s.am,6, , , , , ,-.526981524808039,-.60832560379599,-.53,-.526981524808039, ,9385, , , , , , ,99.3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0, ,0,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3, , 
Guadeloupe,n.am,5, , , , , ,-.148603657822668,-.166884758979723,-.15,-.148603657822668, , , , , , , , ,93, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guam,ins.pac,3, ,11,-.16982639289177,-.336470780042149,-.305997271069177,-.515900981837812,-.433243924996003,-.16982639289177,-.16982639289177, , ,15000,2.506,13,13, ,1.039,104, , , , , , , , , , , , , , , , , , , , , ,5, , , , , ,0,0,1,3,0,1,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Guatamala,n.am,5, ,17,.417451294734322,.463757309079591,.497748157570658,.562140297227585,.500162143244183,.417451294734322,.417451294734322,4486,4405,4900,2.07,15,16,55.1,.941,95.3, , , , , , , , , , , , , , , , , , , , ,6, ,5.63,1, , , ,2,0,2,2,2,3,2,2,2, , , , , ,.663, ,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.7,3,4,7,30,6.1
Guinea-Bissau,africa,4, ,23,1.05680457856254,1.04348906284395,1.07396257181692,1.06119598146059,1.08239377484935,1.05680457856254,1.05680457856254, ,782, , , , , , ,98.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,8,20,10.5
Guinea,africa,4, ,23,1.05680457856254,1.04348906284395,1.07396257181692,1.06119598146059,1.08239377484935,1.05680457856254,1.05680457856254, ,1842,1100, , , ,38.1, ,102, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.64,6,5,11,20,4.9
Guyana,s.am,6, , , ,.678559694638409, ,.644133846368541,.595821283908632,.68,.644133846368541, ,4331, , , , ,43.2, ,103.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,1,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.38,2,3,5,40,21.1
Haiti,n.am,5, , , ,.108711861246959, ,-.00712082036454481,-.00182144861191327,.11,-.00712082036454481, ,1782, , , , ,59.2, ,97.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,1, ,2,2,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.28,4,5,9,10,2.9
Hawaii,ins.pac,3, , , , ,-.453255261298897,-.52472075290905,-.281379279244392,-.45,-.52472075290905, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,2,2,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Honduras,s.am,6, , , ,.110728117011378, ,.158678363435342,.0294565538198989,.11,.158678363435342, ,2816,4300, , , ,53.8, ,99.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,1, ,0,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.22,3,3,6,30,15.3
Hong Kong,e.euras,2, ,16,.269259341118489,.436582051804165,.187974179692364,.36758796884369,.435338805464361,.269259341118489,.269259341118489, ,30537,36500,3.826,22,22,53.3,.948,91.7,22.9,29.88,19.21,.63,50.5,46.2,47.3,46.9,49.6,522,46.91,42.69,41.53,52.41,41.64,93.11,88.94,102.91,89.59,91.13,25,4.75,5.32,1, , , ,1,2,3,1,1,2,0,3,3,1.93, , , , ,.916, , , , ,53.1,48.4,52.8,55.2,46,59.2,45,43.7,43.9,45.5,36.5,40.1,45.6,52.1,43.6,47,46.6,47.4,48.6,55.4,40.7,57.4,48.1,52.4,40.3,48.6,48.6,48.7,48.7,53.4,50.4,52.9,51.1,49.8,48.6,53,48.6,47.6,48.8,47.9,47.5,45.2,47.6,47.6,47.6,48,48,46.9,47.4,46,44.9,47.8,45.7,48.7,46.1,51.2,49.6,48.5,49.1,50.3,53.3,37.6,49.2,54.6,49.2,9.7,5.57, , , ,90, 
Hungary,w.euras,1,41.71,4,-.99811019689956,-.849667987923754,-.951700490456978,-.775422293564259,-.736018788676858,-.99811019689956,-.99811019689956,15826,16746,17300,2.033,48,47,28,.972,90.4, , , , , , , , , , , , , , , , , , , , ,80,6,5.25,0,3,18,.166666666666667,0,0,0,0,2,1,0,1,0, ,71,34.8,18.6,1.2,.862,5.5,2.7, , ,49.8,50.6,53.7,51.1,50.4,53.9,46.2,50.2,47.4,51,48.6,49.1,53.3,56.4,53.4,48.9,52.6,49,45.6,47,48.4,47.2,49.3,47,42.5,51.8,51.2,50.3,45.8,49.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53.8,47.1,53.7,47.9,50,12.3,4.93,1,1,2,70,25.4
Iceland,w.euras,1, ,2,-1.18738408248581,-1.20214179975067,-1.16463361174151,-1.17824950708073,-1.04382949244469,-1.18738408248581,-1.18738408248581,32590,32338,38100,.479,64,65,25,1.028,100.8, , , , ,48.6,51.5,51.2,52,49.3,508, , , , , , , , , , , ,7, , , , , ,0,0,0,1,0,0,0,1,0, ,76.3,29.8,3.1,.9,.956,7.8,1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.4,49.3,48.7,50.6,51.3,48.3,51.1,52.2,48.2,51.1,50,52.4,51.8,49.3,49.9,50.4,50.7,54.8,53.5,51.4,52.3,53.8,51.2,49.2,50.2,49.5,51.5,51.6,49.7,50.5, , , , , , ,.69,1,1,2,90,35
