,tone_avg
4461,9.287926
4462,3.7593985
4463,3.2496307
4464,1.8773466
4465,-1.3496933
4466,6.557377
4467,3.649635
4468,4.3209877
4469,1.1904762
4470,-1.5968064
4471,-2.4856596
4472,0.45146728
4473,2.9962547
4474,-3.6363637
4475,2.0
4476,1.010101
4477,2.4390244
4478,4.0650406
4479,1.9047619
4480,2.892562
4481,0.8635579
4482,-1.9047619
4483,0.44444445
4484,-4.945055
4485,-5.89198
4486,-1.6260163
4487,-7.219251
4488,-1.910828
4489,-4.7244096
4490,-0.54347825
4491,-3.0075188
4492,-0.5154639
4493,-6.875
4494,-3.5294118
4495,-2.5089605
4496,-4.1666665
4497,-10.0
4498,0.6006006
4499,-1.4742014
4500,-1.4314928
4501,-4.3010755
4502,-1.7045455
4503,-3.8961039
4504,2.7295284
4505,-2.9411764
4506,-13.483146
4507,-3.030303
4508,-2.7322404
4509,-1.8656716
4510,0.0
4511,0.0
4512,-10.714286
4513,-10.655738
4514,-0.990099
4515,1.6129032
4516,-14.814815
4517,-4.5454545
4518,-12.698413
4519,-9.230769
4520,-8.441559
4521,-0.42194092
4522,-0.32894737
4523,-2.5641026
4524,2.9239767
4525,0.73597056
4526,0.73597056
4527,0.0
4528,3.3613446
4529,0.41322315
4530,3.3290653
4531,1.2635379
4532,3.8461537
4533,4.0983605
4534,0.0
4535,-1.5544041
4536,3.2128515
4537,-2.1691973
4538,0.0
4539,0.0
4540,-8.588957
4541,0.73597056
4542,0.6006006
4543,-2.7272727
4544,-6.9908814
4545,1.3289037
4546,-3.3613446
4547,0.0
4548,-2.173913
4549,-2.045728
4550,-6.976744
4551,0.5479452
4552,-2.9933481
4553,-4.4585986
4554,1.119403
4555,-5.9620595
4556,-3.283582
4557,-6.0240965
4558,-4.7505937
4559,-1.6908213
4560,0.32362458
4561,-2.8455284
4562,-1.2861736
4563,-2.0408163
4564,-1.0438414
4565,-4.9342103
4566,-3.880597
4567,-2.1122112
4568,1.3043479
4569,-2.2038567
4570,-6.8870525
4571,0.84033614
4572,-4.7619047
4573,-2.4096386
4574,0.36649215
4575,-7.017544
4576,-1.7699115
4577,-2.1505377
4578,-1.5267175
4579,0.6060606
4580,-6.837607
4581,-5.6497173
4582,-2.5
4583,-2.4390244
4584,5.839416
4585,-6.802721
4586,3.4136546
4587,0.0
4588,-5.6179776
4589,2.4509804
4590,-2.7565084
4591,-5.7522125
4592,4.0425534
4593,0.67873305
4594,-2.2727273
4595,-8.035714
4596,1.0948905
4597,-0.7751938
4598,0.2886003
4599,-2.739726
4600,2.9411764
4601,4.4444447
4602,3.3898306
4603,-2.142857
4604,0.74626863
4605,-2.4425287
4606,-4.316547
4607,1.9305019
4608,-8.928572
4609,-3.7267082
4610,2.2222223
4611,-8.870968
4612,1.5625
4613,-11.111111
4614,-11.278195
4615,-4.7058825
4616,-5.142857
4617,1.312336
4618,-1.6806723
4619,-1.6216216
4620,-0.33783785
4621,-9.060403
4622,-8.429119
4623,-1.6194332
4624,-0.67114097
4625,-9.056603
4626,-9.814323
4627,0.0
4628,-3.6523929
4629,-4.0
4630,-13.00813
4631,-5.2884617
4632,-6.5934067
4633,-2.2222223
4634,0.456621
4635,-7.7586207
4636,-6.818182
4637,-10.2739725
4638,-6.2015505
4639,-2.5242717
4640,-11.851851
4641,-5.7471266
4642,-1.5267175
4643,-3.7267082
4644,4.5454545
4645,-2.1791768
4646,-1.0752689
4647,-5.4545455
4648,-5.357143
4649,1.5384616
4650,1.9607843
4651,-1.0791367
4652,1.6393442
4653,-2.0833333
4654,3.2876713
4655,5.46875
4656,-6.6929135
4657,2.5882354
4658,-8.527132
4659,2.7027028
4660,-3.816794
4661,5.3333335
4662,4.464286
4663,-1.7348204
4664,-1.9672132
4665,-2.6022305
4666,3.488372
4667,0.66401064
4668,-7.8590784
4669,1.3605442
4670,2.077922
4671,6.0
4672,4.0254235
4673,3.0172415
4674,-1.2618296
4675,-1.1627907
4676,-0.99667776
4677,-7.925408
4678,-13.826366
4679,-4.3076925
4680,-1.8292683
4681,-5.084746
4682,-3.508772
4683,-8.73494
4684,-9.352518
4685,-3.5335689
4686,-11.165049
4687,-0.8581606
4688,-1.5873016
4689,-11.363636
4690,1.2658228
4691,2.3391812
4692,0.7633588
4693,-4.6332045
4694,-0.816049
4695,-4.109589
4696,7.1099405
4697,-0.33333334
4698,-0.8364312
4699,0.947226
4700,0.5555556
4701,-2.3809524
4702,-4.245283
4703,-10.504202
4704,5.072464
4705,4.347826
4706,2.6785715
4707,-8.290155
4708,3.649635
4709,4.5454545
4710,-8.064516
4711,2.3489933
4712,1.5306122
4713,5.367232
4714,10.506208
4715,0.90702945
4716,2.173913
4717,-3.6523929
4718,0.84033614
4719,-2.2222223
4720,-1.9261637
4721,-11.428572
4722,-1.0989012
4723,-3.8095238
4724,-6.951872
4725,8.856089
4726,1.910828
4727,1.5873016
4728,4.9382715
4729,5.063291
4730,5.46875
4731,-6.25
4732,4.7244096
4733,5.3435116
4734,0.0
4735,-0.34602076
4736,-0.4347826
4737,-3.883495
4738,4.945055
4739,2.0618556
4740,5.0
4741,4.878049
4742,-5.9620595
4743,-2.2346368
4744,-1.7738359
4745,-5.4347825
4746,-4.347826
4747,2.2727273
4748,-4.3290043
4749,-1.2121212
4750,6.140351
4751,4.2253523
4752,-11.452514
4753,-5.3308825
4754,-1.1764706
4755,1.4260249
4756,-7.0588236
4757,2.1174207
4758,6.3965883
4759,-4.553734
4760,-4.9822063
4761,7.8125
4762,3.3285093
4763,0.5065856
4764,2.1697204
4765,1.1080333
4766,5.298013
4767,3.6585367
4768,2.3037543
4769,3.6873157
4770,4.3816257
4771,4.716981
4772,1.0526316
4773,-4.605263
4774,5.3669224
4775,-5.263158
4776,6.8421054
4777,-1.4669926
4778,4.0201006
4779,2.4296675
4780,6.25
4781,3.4782608
4782,-4.1516247
4783,5.5555553
4784,-6.976744
4785,-1.0526316
4786,-1.8691589
4787,-2.8301888
4788,6.8062825
4789,0.0
4790,-3.488372
4791,-3.3613446
4792,-3.5714285
4793,-9.82659
4794,-1.7910448
4795,-12.121212
4796,4.0816326
4797,-8.333333
4798,1.1049724
4799,-0.85470086
4800,-1.6736401
4801,0.6756757
4802,-2.5641026
4803,-2.6209676
4804,-0.8333333
4805,-0.8333333
4806,-0.8333333
4807,-3.97351
4808,-3.97351
4809,-3.97351
4810,-6.25
4811,2.3584905
4812,2.3584905
4813,2.3584905
4814,-0.88495576
4815,-15.652174
4816,3.3678756
4817,0.9977827
4818,2.8697572
4819,-6.6734076
4820,-1.2345679
4821,-1.2345679
4822,0.5760369
4823,0.5760369
4824,3.9215686
4825,3.9215686
4826,-0.8130081
4827,-0.8130081
4828,-1.2448133
4829,-1.2448133
4830,0.38314176
4831,0.38314176
4832,0.8169935
4833,0.8169935
4834,2.2257552
4835,2.2257552
4836,2.2257552
4837,-6.5789475
4838,-6.5789475
4839,-4.103165
4840,-4.103165
4841,-1.5151515
4842,-1.5151515
4843,-0.7648184
4844,-0.7648184
4845,-1.6513761
4846,-1.6513761
4847,3.0716724
4848,-7.2222223
4849,-1.9642857
4850,-3.2818532
4851,-1.8237082
4852,4.526749
4853,-7.986111
4854,-1.8209409
4855,-1.2987013
4856,-10.84991
4857,-10.84991
4858,-0.29154518
4859,-4.539559
4860,-4.539559
4861,-2.122016
4862,0.9794319
4863,1.429773
4864,0.6756757
4865,0.6756757
4866,0.6756757
4867,0.6756757
4868,-0.17094018
4869,-0.7824726
4870,-6.060606
4871,-3.106796
4872,-1.3867488
4873,1.635514
4874,-2.9411764
4875,-5.852843
4876,-2.739726
4877,-2.6819923
4878,-3.97351
4879,-3.97351
4880,2.8697572
4881,2.8697572
4882,3.9215686
4883,3.9215686
4884,-1.5151515
4885,-1.5151515
4886,-0.7648184
4887,-0.7648184
4888,-1.6513761
4889,-1.6513761
4890,-7.2222223
4891,-7.2222223
4892,-1.9642857
4893,-1.9642857
4894,-3.2818532
4895,-3.2818532
4896,-1.8237082
4897,-1.8237082
4898,-7.986111
4899,-7.986111
4900,0.84745765
4901,0.84745765
4902,1.8691589
4903,0.5235602
4904,1.5748031
4905,-1.3513514
4906,0.6802721
4907,0.0
4908,0.0
4909,0.7633588
4910,1.0869565
4911,1.0869565
4912,0.5181347
4913,-0.56179774
4914,-8.227848
4915,3.539823
4916,-8.791209
4917,-9.67742
4918,-4.851752
4919,-3.6363637
4920,0.28011206
4921,-0.47619048
4922,1.9230769
4923,-0.9569378
4924,-0.6944444
4925,-1.9354838
4926,-0.85470086
4927,1.9736842
4928,1.5037594
4929,3.482587
4930,3.1746032
4931,4.373178
4932,-2.6819923
4933,-5.327869
4934,0.0
4935,4.285714
4936,-7.352941
4937,-3.6585367
4938,1.0752689
4939,-4.1666665
4940,-2.9126213
4941,1.1049724
4942,-0.3984064
4943,-4.0201006
4944,-7.6530614
4945,-6.060606
4946,-4.5454545
4947,2.9069767
4948,-1.9230769
4949,0.7407407
4950,-11.111111
4951,-6.993007
4952,-4.255319
4953,-4.7244096
4954,-1.9138756
4955,0.0
4956,-12.056738
4957,-3.409091
4958,-3.8647344
4959,-8.633094
4960,-7.2340426
4961,2.7027028
4962,-0.55350554
4963,-0.66225165
4964,-4.0
4965,1.0526316
4966,-0.89285713
4967,0.7518797
4968,-4.012346
4969,3.960396
4970,0.6896552
4971,-2.4096386
4972,-5.3497944
4973,-1.4184397
4974,1.010101
4975,-7.4626865
4976,3.3333333
4977,2.293578
4978,0.70422536
4979,-5.2173915
4980,-3.1019201
4981,-7.720588
4982,-5.1282053
4983,-0.5263158
4984,-4.6511626
4985,1.3793104
4986,-4.255319
4987,9.146341
4988,-2.3255813
4989,-0.90909094
4990,-5.8577404
4991,-0.8064516
4992,-4.9608355
4993,-10.119047
4994,-2.5
4995,-6.25
4996,-5.681818
4997,1.1173184
4998,6.451613
4999,-3.2258065
5000,-3.125
5001,-0.64935064
5002,0.0
5003,0.0
5004,-0.9049774
5005,-2.7027028
5006,3.538175
5007,-0.44444445
5008,-0.5067568
5009,2.1582735
5010,-7.5409837
5011,-0.729927
5012,-3.4285715
5013,-0.8695652
5014,-5.426357
5015,-1.7241379
5016,2.6490066
5017,4.9504952
5018,-0.5555556
5019,2.4
5020,-8.0
5021,-1.2738854
5022,0.68728524
5023,1.6736401
5024,-0.4587156
5025,-4.958678
5026,-5.612245
5027,3.144654
5028,-6.428571
5029,-6.557377
5030,-1.2765957
5031,-1.5625
5032,-3.137255
5033,2.255639
5034,-8.653846
5035,1.5384616
5036,4.878049
5037,2.8985507
5038,-2.5641026
5039,0.90909094
5040,-2.6086957
5041,-3.7037036
5042,-9.756098
5043,3.0487804
5044,-7.0
5045,-6.930693
5046,1.6216216
5047,0.0
5048,-5.050505
5049,0.9009009
5050,0.0
5051,3.144654
5052,-2.415459
5053,-2.4390244
5054,-5.935484
5055,-7.112069
5056,-5.2785926
5057,-2.9411764
5058,0.0
5059,0.9009009
5060,0.0
5061,-2.2988505
5062,-2.7149322
5063,-1.5151515
5064,10.344828
5065,-2.5
5066,-6.57277
5067,-2.0833333
5068,-0.3508772
5069,-2.7855153
5070,-11.842105
5071,0.0
5072,-3.1914895
5073,0.7736944
5074,-0.7936508
5075,0.7905138
5076,-0.64102566
5077,-12.230216
5078,-7.7586207
5079,-2.586207
5080,-5.574324
5081,-1.3888888
5082,1.8348624
5083,-12.413794
5084,-10.23622
5085,-1.6694491
5086,-2.238806
5087,-2.6537998
5088,2.5
5089,0.0
5090,-6.074766
5091,-2.2222223
5092,4.040404
5093,5.4054055
5094,-2.6785715
5095,0.7518797
5096,-8.620689
5097,1.9607843
5098,1.2658228
5099,8.839779
5100,-3.6516855
5101,3.030303
5102,10.0
5103,-10.989011
5104,1.1363636
5105,0.3773585
5106,-5.940594
5107,-1.6129032
5108,1.4150944
5109,-1.8518518
5110,-6.2146893
5111,-10.10101
5112,2.3715415
5113,-3.8095238
5114,-4.1450777
5115,-2.4539878
5116,-1.5479876
5117,-10.683761
5118,-2.930403
5119,-0.76045626
5120,0.5628518
5121,-1.4035088
5122,-3.357314
5123,-2.28385
5124,-3.1847134
5125,-0.35419127
5126,-0.6319115
5127,-13.554217
5128,-0.83160084
5129,3.2490976
5130,2.8764806
5131,-4.013378
5132,-1.2376238
5133,-6.25
5134,-0.81566066
5135,-2.764977
5136,-1.3483146
5137,-6.0200667
5138,-2.5588536
5139,-7.8668685
5140,-0.6920415
5141,-8.139535
5142,-3.903904
5143,-4.8297706
5144,-5.7176194
5145,-4.4850497
5146,0.0
5147,-7.1666665
5148,-8.267271
5149,-6.5878377
5150,-1.4101057
5151,-3.5019455
5152,0.71556354
5153,-7.4821854
5154,0.9929078
5155,-2.7159915
5156,-0.83102494
5157,-5.941846
5158,-4.6186895
5159,-6.2062936
5160,-4.193548
5161,2.3041475
5162,0.66079295
5163,-2.3790643
5164,-4.0780144
5165,-0.28248587
5166,0.62695926
5167,-8.247422
5168,4.6728973
5169,-0.8695652
5170,-5.322581
5171,1.1235955
5172,-3.097345
5173,-3.10559
5174,-4.0816326
5175,0.536193
5176,-2.1680217
5177,-2.1505377
5178,-7.2916665
5179,-5.527638
5180,-0.84745765
5181,-3.5460992
5182,-3.2653062
5183,0.78740156
5184,0.0
5185,-1.6513761
5186,-5.5172415
5187,-3.5447762
5188,-5.2930055
5189,-1.188455
5190,0.8445946
5191,-2.613828
5192,-2.0725389
5193,-0.8902077
5194,1.3333334
5195,0.41493776
5196,-3.5671818
5197,0.66079295
5198,-0.6896552
5199,2.0771513
5200,-2.587519
5201,1.0958904
5202,-6.642942
5203,-5.376344
5204,-7.5301204
5205,-3.4220533
5206,-3.6649215
5207,-4.0787625
5208,-0.57581574
5209,0.877193
5210,-4.0716615
5211,-9.059829
5212,-0.4854369
5213,-5.252101
5214,-8.085107
5215,-0.6968641
5216,-3.1319911
5217,-2.1668472
5218,2.3423424
5219,-5.541237
5220,-3.2498307
5221,0.74626863
5222,-1.9855596
5223,4.347826
5224,-3.3950617
5225,0.0
5226,7.2289157
5227,-3.3444817
5228,-3.8461537
5229,-0.8130081
5230,-0.4878049
5231,-11.165049
5232,-4.017857
5233,-2.479339
5234,-5.358948
5235,-1.0033445
5236,-9.027778
5237,-3.717472
5238,-8.196721
5239,-5.8252425
5240,-2.479339
5241,-7.8651686
5242,-2.7586207
5243,-2.2190409
5244,-1.0184097
5245,-2.0432692
5246,-6.4935064
5247,-5.4347825
5248,-3.5714285
5249,-6.4935064
5250,-10.588235
5251,-1.0752689
5252,-7.894737
5253,-1.1904762
5254,4.878049
5255,4.326923
5256,0.0
5257,2.631579
5258,-4.255319
5259,-6.1728396
5260,2.5316455
5261,2.1505377
5262,2.074074
5263,0.0
5264,0.0
5265,2.6845639
5266,0.0
5267,1.2345679
5268,-2.247191
5269,4.7619047
5270,1.0416666
5271,-8.823529
5272,-6.6666665
5273,-4.7619047
5274,-11.842105
5275,-3.4482758
5276,1.1673151
5277,-3.5294118
5278,4.3307085
5279,-2.3364487
5280,-0.86580086
5281,-4.5751634
5282,-5.6
5283,-2.4691358
5284,-8.641975
5285,-3.2608695
5286,0.0
5287,2.1505377
5288,-10.0
5289,2.5641026
5290,0.0
5291,0.0
5292,-1.1235955
5293,0.0
5294,2.247191
5295,2.4691358
5296,-13.483146
5297,-10.666667
5298,1.4285715
5299,-4.6511626
5300,0.0
5301,-9.090909
5302,0.60851926
5303,0.0
5304,0.990099
5305,-2.7027028
5306,3.7037036
5307,3.2967033
5308,4.123711
5309,-6.8965516
5310,1.5267175
5311,-9.67742
5312,-8.235294
5313,-5.952381
5314,1.910828
5315,-9.444445
5316,-4.0540543
5317,-2.2304833
5318,-0.48076922
5319,-8.016877
5320,-1.4084507
5321,-8.163265
5322,-1.126408
5323,-1.9908116
5324,8.910892
5325,2.0467837
5326,0.621118
5327,-4.4502616
5328,7.29927
5329,0.78277886
5330,-4.7619047
5331,-5.2083335
5332,4.913295
5333,-8.966862
5334,-1.7241379
5335,-3.6585367
5336,0.64102566
5337,1.10957
5338,4.723127
5339,-4.032258
5340,5.928854
5341,1.8018018
5342,7.29927
5343,0.78277886
5344,0.3516999
5345,-2.1551723
5346,-1.9908116
5347,2.201258
5348,0.39138943
5349,-9.424084
5350,-5.0209203
5351,-3.937008
5352,-2.6086957
5353,2.7586207
5354,4.2944784
5355,4.316547
5356,-2.419355
5357,-5.2287583
5358,-6.25
5359,-5.263158
5360,-6.5140843
5361,-7.490637
5362,-3.041825
5363,-9.375
5364,-8.606558
5365,-8.264462
5366,-6.1728396
5367,-3.8659794
5368,-5.7591624
5369,-5.0
5370,2.9752066
5371,-1.713062
5372,-7.9545455
5373,-3.073286
5374,0.7672634
5375,-3.488372
5376,0.0
5377,3.4482758
5378,1.1235955
5379,1.2345679
5380,-5.263158
5381,5.1282053
5382,1.4354067
5383,-4.735883
5384,1.0504202
5385,-10.588235
5386,2.838428
5387,-1.980198
5388,0.4784689
5389,-3.0
5390,-2.2988505
5391,-5.185185
5392,-9.821428
5393,-1.1049724
5394,2.121212
5395,-6.227106
5396,-2.3809524
5397,-3.4965036
5398,0.0
5399,0.56657225
5400,-0.3267974
5401,-9.259259
5402,3.5230353
5403,-2.7777777
5404,3.6585367
5405,-3.618421
5406,0.6097561
5407,-11.176471
5408,-1.9047619
5409,-13.793103
5410,-1.0460252
5411,2.34375
5412,5.4545455
5413,-1.3793104
5414,3.144654
5415,-0.44843048
5416,-4.0816326
5417,-1.9656019
5418,-1.3157895
5419,-10.891089
5420,0.0
5421,-2.1329987
5422,-0.6289308
5423,0.7352941
5424,-2.1383648
5425,-0.6369427
5426,-11.111111
5427,1.7045455
5428,-1.6990291
5429,-1.5384616
5430,-4.5627375
5431,-0.96153843
5432,-10.588235
5433,-8.474576
5434,0.0
5435,1.908397
5436,-4.6296296
5437,-7.3170733
5438,-5.042017
5439,1.0600706
5440,-6.19469
5441,-3.030303
5442,-2.631579
5443,1.5873016
5444,0.0
5445,-5.681818
5446,2.259887
5447,-2.8301888
5448,6.1728396
5449,-5.9210525
5450,0.0
5451,1.8404908
5452,-7.088608
5453,2.857143
5454,2.9776676
5455,-1.1320754
5456,-2.9288702
5457,1.8348624
5458,-0.22727273
5459,-7.3929963
5460,-1.5463917
5461,-1.1450381
5462,-2.0186336
5463,-0.97402596
5464,-11.382113
5465,2.7027028
5466,1.421801
5467,-1.0638298
5468,-3.064067
5469,-2.2222223
5470,4.3956046
5471,1.5197568
5472,-6.845238
5473,-5.0251255
5474,-3.2
5475,-6.966292
5476,0.71428573
5477,-4.968944
5478,-1.4851485
5479,-8.467742
5480,-2.7210884
5481,-8.355091
5482,-3.5897436
5483,-5.1282053
5484,-11.111111
5485,-1.9354838
5486,-0.85470086
5487,1.1904762
5488,-4.513889
5489,-0.15082957
5490,-3.4817815
5491,-0.18587361
5492,0.17969452
5493,-3.523884
5494,-6.2844543
5495,-9.150327
5496,-1.183432
5497,-5.839416
5498,-5.8252425
5499,-8.854167
5500,-2.1827002
5501,-1.660281
5502,-4.1516247
5503,-0.44247788
5504,-3.9538715
5505,-4.9382715
5506,-1.1876484
5507,-2.162162
5508,0.43923867
5509,1.5606242
5510,4.2780747
5511,-3.09119
5512,0.0
5513,1.4563106
5514,-2.20022
5515,-0.3508772
5516,-0.3752345
5517,-0.7191893
5518,0.0
5519,-2.014652
5520,-2.621723
5521,-1.1049724
5522,-4.6875
5523,-4.2755346
5524,-3.2258065
5525,-6.430868
5526,-4.1916165
5527,-10.884354
5528,0.0
5529,-2.3255813
5530,-14.5348835
5531,-2.9411764
5532,-3.125
5533,-1.0989012
5534,-5.0955415
5535,-7.874016
5536,0.0
5537,3.2258065
5538,-1.5151515
5539,-4.90566
5540,-0.6802721
5541,3.0042918
5542,-1.0204082
5543,-4.927536
5544,-11.428572
5545,-2.8
5546,-4.247104
5547,-1.6666666
5548,-4.9751244
5549,-9.090909
5550,-2.1008403
5551,-2.793296
5552,0.0
5553,-2.1201413
5554,-2.1276596
5555,-5.2863436
5556,-2.2653723
5557,-8.152174
5558,-6.8111453
5559,-4.43038
5560,-1.0638298
5561,-0.9259259
5562,-2.7272727
5563,-11.8918915
5564,-9.463722
5565,-2.631579
5566,1.8367347
5567,2.5974026
5568,1.5873016
5569,0.0
5570,2.3255813
5571,-1.0695187
5572,-1.9607843
5573,3.875969
5574,-4.247104
5575,-2.5925925
5576,-9.160305
5577,-2.4590163
5578,-8.411215
5579,-3.488372
5580,-1.6491754
5581,-5.828221
5582,-4.195804
5583,-1.7808219
5584,-2.9629629
5585,-2.0833333
5586,-0.8683068
5587,-1.5647227
5588,-4.347826
5589,0.6451613
5590,-0.33222592
5591,-0.45095828
5592,-1.678657
5593,-4.733728
5594,-0.53475934
5595,1.6431925
5596,0.0
5597,-2.0787747
5598,1.3815091
5599,-6.355932
5600,0.71301246
5601,-5.4108214
5602,3.6036036
5603,-1.1609907
5604,-1.8404908
5605,1.3002365
5606,2.8481014
5607,0.3152585
5608,-1.2711865
5609,0.69790626
5610,-0.7799443
5611,-5.1918736
5612,-6.25
5613,-1.7142857
5614,-3.043246
5615,0.95238096
5616,-0.88495576
5617,-4.735883
5618,-1.9553072
5619,-3.116883
5620,0.7079646
5621,0.0
5622,0.0
5623,-6.25
5624,0.6968641
5625,0.0
5626,-6.060606
5627,1.0362694
5628,-5.5555553
5629,-0.5586592
5630,3.9215686
5631,-1.2931035
5632,0.0
5633,-5.8295965
5634,-3.3112583
5635,-0.49140048
5636,-0.6944444
5637,-2.3648648
5638,5.069124
5639,0.73664826
5640,-1.0152284
5641,1.3513514
5642,-4.347826
5643,-1.8518518
5644,-0.7352941
5645,-8.910892
5646,4.1994753
5647,1.2987013
5648,-2.3809524
5649,-5.037783
5650,-4.43459
5651,1.344086
5652,-2.5889966
5653,-3.3333333
5654,0.25
5655,1.183432
5656,0.0
5657,0.99502486
5658,-1.6393442
5659,0.18691589
5660,-3.0120482
5661,2.0958083
5662,0.58651024
5663,-0.9584665
5664,-2.8
5665,-2.7586207
5666,1.2965964
5667,-5.8139534
5668,4.98615
5669,-1.8181819
5670,-1.7621145
5671,-7.875458
5672,-3.8277512
5673,-3.8277512
5674,-0.28735632
5675,-2.4128687
5676,-4.7619047
5677,-9.523809
5678,-7.6106195
5679,-4.07767
5680,-3.7908497
5681,-4.2813454
5682,-3.7190082
5683,0.0
5684,-1.3850416
5685,-4.735376
5686,-1.5686275
5687,-4.9418607
5688,-1.5209125
5689,-2.857143
5690,-5.0289016
5691,-0.17263703
5692,-0.6116208
5693,-5.0761423
5694,1.7488077
5695,-4.5454545
5696,-2.173913
5697,-3.3898306
5698,-1.5503876
5699,-6.4171124
5700,0.3338898
5701,-6.25
5702,-5.862069
5703,0.921659
5704,-3.839733
5705,-7.2796936
5706,-4.1666665
5707,-11.731844
5708,6.034483
5709,2.749141
5710,2.739726
5711,2.0512822
5712,3.4146342
5713,2.3904383
5714,3.8851352
5715,1.9607843
5716,0.42194092
5717,-2.415459
5718,2.247191
5719,1.0638298
5720,-0.3003003
5721,-7.5342464
5722,0.0
5723,-3.9215686
5724,-0.729927
5725,0.0
5726,-12.5
5727,-5.090909
5728,-6.336088
5729,-10.077519
5730,-1.7751479
5731,2.110818
5732,3.4313726
5733,-3.0
5734,4.2328043
5735,1.183432
5736,-5.780347
5737,2.3529413
5738,-6.372549
5739,-0.37037036
5740,-2.415459
5741,-3.9215686
5742,1.3157895
5743,2.247191
5744,-4.0431266
5745,0.6535948
5746,-3.137255
5747,-2.071563
5748,-1.4634147
5749,-2.8037384
5750,-5.3333335
5751,1.3468014
5752,-4.2735043
5753,-0.729927
5754,1.2
5755,-1.6393442
5756,1.3071896
5757,2.8089888
5758,-1.8450185
5759,-1.5957447
5760,-4.193548
5761,-7.142857
5762,-1.3157895
5763,-2.255639
5764,4.5454545
5765,3.2069972
5766,-5.464481
5767,-4.285714
5768,-10.256411
5769,-10.256411
5770,-5.263158
5771,-9.345795
5772,-1.0638298
5773,-3.9473684
5774,-4.3010755
5775,-1.5625
5776,-1.5625
5777,-12.195122
5778,-0.98039216
5779,-0.98039216
5780,-9.459459
5781,-5.102041
5782,-8.256881
5783,-11.320755
5784,-10.714286
5785,1.5873016
5786,3.3707864
5787,3.3707864
5788,2.1052632
5789,2.1052632
5790,2.0618556
5791,2.0618556
5792,-8.928572
5793,-1.5151515
5794,1.0989012
5795,-2.3809524
5796,-2.2774327
5797,4.494382
5798,-1.5665796
5799,-4.7180667
5800,0.0
5801,-5.357143
5802,0.93457943
5803,-7.894737
5804,-7.434944
5805,-2.3809524
5806,-1.1494253
5807,2.6666667
5808,-5.2884617
5809,-5.882353
5810,-9.876543
5811,-5.4298644
5812,2.0134227
5813,0.0
5814,0.88495576
5815,-1.5209125
5816,-4.43038
5817,1.1904762
5818,-3.1413612
5819,-3.9355993
5820,3.1609194
5821,-4.0
5822,-5.3156147
5823,-4.6145186
5824,8.469945
5825,4.5655375
5826,7.210626
5827,4.180064
5828,0.25773194
5829,2.580645
5830,3.7037036
5831,3.286385
5832,1.8672199
5833,-1.171875
5834,0.5221932
5835,-2.356021
5836,-4.8689137
5837,-4.072398
5838,-0.3846154
5839,5.084746
5840,1.1940298
5841,-6.5789475
5842,3.6809816
5843,6.097561
5844,1.25
5845,-3.5714285
5846,2.5547445
5847,0.37313432
5848,-1.3513514
5849,-0.8
5850,-3.3898306
5851,4.4444447
5852,1.4563106
5853,-5.5944057
5854,-4.0
5855,2.2099447
5856,3.1390135
5857,1.8126888
5858,-1.0152284
5859,4.6875
5860,-3.6764705
5861,0.0
5862,-4.245283
5863,-4.095563
5864,-3.7190082
5865,1.5873016
5866,-8.83721
5867,-4.2328043
5868,5.8139534
5869,-0.5102041
5870,-2.2988505
5871,-2.9940119
5872,2.2641509
5873,-1.8691589
5874,-3.1914895
5875,-4.123711
5876,0.0
5877,-3.7878788
5878,5.5118113
5879,-3.7527595
5880,2.4590163
5881,0.0
5882,-3.508772
5883,0.8032129
5884,1.1904762
5885,-10.476191
5886,0.0
5887,-0.32894737
5888,2.0547945
5889,3.8610039
5890,-1.2698413
5891,-1.5228426
5892,-8.988764
5893,-5.485232
5894,-8.835341
5895,-10.92437
5896,0.0
5897,-7.4380164
5898,-0.72639227
5899,-7.6363635
5900,-6.707317
5901,-7.207207
5902,1.4545455
5903,-4.9095607
5904,-0.72639227
5905,-0.5154639
5906,-2.4390244
5907,-0.7352941
5908,-1.3833992
5909,-1.5706806
5910,-3.0660377
5911,-0.33333334
5912,0.660066
5913,-9.473684
5914,-4.010695
5915,0.2994012
5916,-1.6806723
5917,-5.882353
5918,1.081081
5919,-0.6802721
5920,1.8099548
5921,-2.0725389
5922,3.7878788
5923,-3.7037036
5924,1.421801
5925,0.0
5926,1.1267606
5927,-5.0
5928,0.0
5929,-3.0456853
5930,2.4752476
5931,-3.9772727
5932,-5.6410255
5933,4.0816326
5934,4.316547
5935,4.1666665
5936,-2.2727273
5937,-1.1363636
5938,0.0
5939,-2.6548672
5940,-3.6290324
5941,0.0
5942,-8.433735
5943,-1.4285715
5944,-2.4
5945,-1.2195122
5946,-0.90909094
5947,-5.1546392
5948,1.010101
5949,0.93457943
5950,1.0638298
5951,0.0
5952,-13.265306
5953,0.2857143
5954,-9.638555
5955,2.1276596
5956,-2.9411764
5957,-5.1546392
5958,5.3030305
5959,6.4220185
5960,-2.1551723
5961,-1.2711865
5962,-5.6910567
5963,-1.3888888
5964,1.0638298
5965,-2.857143
5966,-4.8192773
5967,1.5625
5968,1.3513514
5969,-5.673759
5970,-0.93457943
5971,-5.1282053
5972,4.0540543
5973,1.9607843
5974,4.9261084
5975,6.8965516
5976,2.0833333
5977,4.0
5978,0.42492917
5979,1.5151515
5980,1.7475728
5981,3.030303
5982,6.8965516
